_id,favs_lognorm
https://habrahabr.ru/post/314080/,0.4249227427213895
https://habrahabr.ru/company/plesk/blog/313732/,-1.076223022237158
https://habrahabr.ru/company/etagi/blog/314000/,0.661424313018552
https://habrahabr.ru/company/knopka/blog/314030/,0.5173996974222523
https://geektimes.ru/company/audiomania/blog/282058/,1.146610010190841
https://habrahabr.ru/company/pechkin/blog/314066/,0.26693851323971257
https://habrahabr.ru/company/first/blog/314106/,0.5398331934268608
https://habrahabr.ru/company/vasexperts/blog/313558/,0.24094938145835998
https://habrahabr.ru/post/314108/,1.6599532836264541
https://habrahabr.ru/company/cbs/blog/313830/,0.24476754028298167
https://habrahabr.ru/company/jugru/blog/313908/,0.22419960291745777
https://habrahabr.ru/post/314110/,0.36110991782051227
https://habrahabr.ru/company/pt/blog/314112/,0.01632630280782965
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.07319366754372178
https://habrahabr.ru/post/314114/,0.7960072218102744
https://habrahabr.ru/post/314118/,1.3181573550385468
https://habrahabr.ru/post/314122/,0.5182972084392473
https://geektimes.ru/company/dadget/blog/281786/,0.13007254099041582
https://habrahabr.ru/company/kickidler/blog/314042/,-0.44460900203129805
https://habrahabr.ru/company/it-grad/blog/312042/,-0.10961818148399555
https://habrahabr.ru/company/1cloud/blog/314022/,-0.24684846248040482
https://habrahabr.ru/post/314126/,-0.6555199307384876
https://habrahabr.ru/post/313966/,0.44441974610563184
https://habrahabr.ru/company/piter/blog/314120/,0.4596753308832918
https://geektimes.ru/post/282094/,0.14596558214833208
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.338633775249765
https://habrahabr.ru/company/ru_mts/blog/314134/,0.36860966494486247
https://habrahabr.ru/post/314028/,0.655018912257102
https://habrahabr.ru/post/314136/,-0.1501991834253471
https://habrahabr.ru/post/313904/,0.2927791516952865
https://habrahabr.ru/post/314140/,0.5867540615026281
https://habrahabr.ru/company/acronis/blog/309688/,-0.0006268050270192838
https://geektimes.ru/post/282096/,-0.4081092678546322
https://habrahabr.ru/post/314142/,0.05988058883534536
https://habrahabr.ru/company/ivideon/blog/314138/,0.19330577610475844
https://geektimes.ru/post/282104/,0.3331468198471363
https://geektimes.ru/post/282102/,-0.29621034487854825
https://geektimes.ru/post/282016/,-0.06575445488972542
https://geektimes.ru/company/piter/blog/282106/,0.3262255455472839
https://habrahabr.ru/post/314150/,0.2810043793176908
https://habrahabr.ru/company/mailru/blog/313880/,1.269901764934839
https://geektimes.ru/company/comfortway/blog/282108/,-0.09526444834089842
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.1823175552779882
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.3025878470060583
